name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,brand,model,km_driven_bin
Maruti Alto K10 VXI Airbag,2017,290000,60000,Petrol,Individual,Manual,First Owner,6,Maruti,Alto K10 VXI Airbag,Medium
Ford Ecosport 1.5 Ti VCT AT Titanium,2014,475000,48000,Petrol,Dealer,Automatic,Second Owner,9,Ford,Ecosport 1.5 Ti VCT AT Titanium,Low
Maruti Swift Dzire VDi,2009,270000,190000,Diesel,Individual,Manual,Third Owner,14,Maruti,Swift Dzire VDi,High
Hyundai Xcent 1.2 VTVT S,2019,600000,80000,Petrol,Individual,Manual,First Owner,4,Hyundai,Xcent 1.2 VTVT S,Medium
Hyundai i20 Asta 1.4 CRDi,2013,300000,70000,Diesel,Individual,Manual,Second Owner,10,Hyundai,i20 Asta 1.4 CRDi,Medium
Volkswagen Jetta 2.0L TDI Comfortline,2012,415000,80000,Diesel,Individual,Manual,Second Owner,11,Volkswagen,Jetta 2.0L TDI Comfortline,Medium
Maruti Vitara Brezza ZDi Plus AMT,2018,800000,30000,Diesel,Individual,Automatic,Second Owner,5,Maruti,Vitara Brezza ZDi Plus AMT,Low
Hyundai Grand i10 Sportz,2016,420000,44440,Petrol,Individual,Manual,Second Owner,7,Hyundai,Grand i10 Sportz,Low
Hyundai Creta 1.6 CRDi SX Plus,2018,1250000,30000,Diesel,Individual,Manual,First Owner,5,Hyundai,Creta 1.6 CRDi SX Plus,Low
Maruti Swift VDI BSIV,2011,270000,120000,Diesel,Individual,Manual,First Owner,12,Maruti,Swift VDI BSIV,High
Hyundai Grand i10 CRDi Sportz,2015,390000,80000,Diesel,Individual,Manual,Second Owner,8,Hyundai,Grand i10 CRDi Sportz,Medium
Skoda Laura Ambiente 2.0 TDI CR MT,2012,400000,110000,Diesel,Individual,Manual,First Owner,11,Skoda,Laura Ambiente 2.0 TDI CR MT,High
Ford Fiesta 1.4 ZXi Leather,2007,100000,170000,Petrol,Individual,Manual,First Owner,16,Ford,Fiesta 1.4 ZXi Leather,High
Audi A6 2.7 TDI,2010,850000,46000,Diesel,Individual,Automatic,First Owner,13,Audi,A6 2.7 TDI,Low
Chevrolet Cruze LTZ AT,2012,359000,120000,Diesel,Individual,Automatic,Third Owner,11,Chevrolet,Cruze LTZ AT,High
Maruti Swift Dzire ZDI,2015,470000,91365,Diesel,Dealer,Manual,First Owner,8,Maruti,Swift Dzire ZDI,Medium
Maruti Swift Dzire VDI,2013,360000,90010,Diesel,Dealer,Manual,Second Owner,10,Maruti,Swift Dzire VDI,Medium
Maruti Ertiga VDI,2013,250999,80000,Diesel,Individual,Manual,First Owner,10,Maruti,Ertiga VDI,Medium
Tata Nano Lx BSIV,2012,45000,35000,Petrol,Individual,Manual,Second Owner,11,Tata,Nano Lx BSIV,Low
Maruti Wagon R VXI BSII,2006,75000,80000,Petrol,Individual,Manual,Second Owner,17,Maruti,Wagon R VXI BSII,Medium
Maruti Swift Dzire VDI,2013,495000,31800,Diesel,Dealer,Manual,First Owner,10,Maruti,Swift Dzire VDI,Low
Maruti Wagon R CNG LXI,2013,310000,59100,CNG,Dealer,Manual,First Owner,10,Maruti,Wagon R CNG LXI,Medium
Honda Jazz 1.2 V i VTEC,2016,540000,31200,Petrol,Dealer,Manual,First Owner,7,Honda,Jazz 1.2 V i VTEC,Low
Maruti Ciaz VDi Plus SHVS,2016,665000,51000,Diesel,Dealer,Manual,First Owner,7,Maruti,Ciaz VDi Plus SHVS,Medium
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,425000,22700,Diesel,Dealer,Manual,Second Owner,10,Hyundai,i20 Magna 1.4 CRDi (Diesel),Low
Audi A4 2.0 TDI,2011,1295000,58000,Diesel,Dealer,Automatic,First Owner,12,Audi,A4 2.0 TDI,Medium
Maruti Ciaz VDI SHVS,2016,675000,50900,Diesel,Dealer,Manual,First Owner,7,Maruti,Ciaz VDI SHVS,Medium
Maruti Vitara Brezza ZDi Plus Dual Tone,2018,980000,10000,Diesel,Individual,Manual,First Owner,5,Maruti,Vitara Brezza ZDi Plus Dual Tone,Low
Chevrolet Beat Diesel LS,2014,320000,60000,Diesel,Individual,Manual,First Owner,9,Chevrolet,Beat Diesel LS,Medium
Maruti Ritz VXI,2011,250000,80000,Petrol,Individual,Manual,Second Owner,12,Maruti,Ritz VXI,Medium
Maruti Baleno Zeta 1.3,2016,600000,72000,Diesel,Individual,Manual,First Owner,7,Maruti,Baleno Zeta 1.3,Medium
Hyundai Xcent 1.2 Kappa S,2016,300000,96000,Petrol,Individual,Manual,First Owner,7,Hyundai,Xcent 1.2 Kappa S,Medium
Chevrolet Beat Diesel LS,2014,305000,66000,Diesel,Individual,Manual,First Owner,9,Chevrolet,Beat Diesel LS,Medium
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,270000,80000,Diesel,Individual,Manual,Second Owner,11,Tata,New Safari DICOR 2.2 GX 4x2 BS IV,Medium
Renault Fluence 1.5,2012,300000,90000,Diesel,Individual,Manual,First Owner,11,Renault,Fluence 1.5,Medium
Maruti Wagon R LXI Minor,2009,106000,70000,Petrol,Individual,Manual,First Owner,14,Maruti,Wagon R LXI Minor,Medium
Hyundai Accent GLS 1.6 ABS,2006,90000,75000,Petrol,Individual,Manual,Third Owner,17,Hyundai,Accent GLS 1.6 ABS,Medium
Tata Tiago 1.2 Revotron XZ,2019,539000,2417,Petrol,Individual,Manual,First Owner,4,Tata,Tiago 1.2 Revotron XZ,Low
Ford Fiesta 1.4 ZXi TDCi ABS,2009,110000,100000,Diesel,Individual,Manual,Fourth & Above Owner,14,Ford,Fiesta 1.4 ZXi TDCi ABS,Medium
Hyundai EON Era Plus Option,2016,250000,30000,Petrol,Individual,Manual,Second Owner,7,Hyundai,EON Era Plus Option,Low
Hyundai i20 Asta (o),2009,300000,50000,Petrol,Individual,Manual,First Owner,14,Hyundai,i20 Asta (o),Low
Mahindra Scorpio BSIV,2018,707000,60000,Diesel,Individual,Manual,First Owner,5,Mahindra,Scorpio BSIV,Medium
Hyundai Getz GLS,2007,95000,120000,Petrol,Individual,Manual,Fourth & Above Owner,16,Hyundai,Getz GLS,High
Maruti Eeco CNG 5 Seater AC BSIV,2020,495000,7000,CNG,Individual,Manual,First Owner,3,Maruti,Eeco CNG 5 Seater AC BSIV,Low
Tata Indigo TDI,2012,200000,35000,Diesel,Individual,Manual,First Owner,11,Tata,Indigo TDI,Low
Maruti A-Star Vxi,2009,110000,110000,Petrol,Individual,Manual,Fourth & Above Owner,14,Maruti,A-Star Vxi,High
Maruti Alto LXi,2008,100000,130000,Petrol,Individual,Manual,Fourth & Above Owner,15,Maruti,Alto LXi,High
Maruti Alto 800 LX,2016,150000,25000,Petrol,Individual,Manual,Second Owner,7,Maruti,Alto 800 LX,Low
Toyota Etios 1.5 V,2016,509999,35000,Petrol,Individual,Manual,First Owner,7,Toyota,Etios 1.5 V,Low
Ford Ikon 1.3 Flair,2005,50000,80000,Petrol,Individual,Manual,Third Owner,18,Ford,Ikon 1.3 Flair,Medium
Chevrolet Aveo 1.4,2007,85000,70000,Petrol,Individual,Manual,Second Owner,16,Chevrolet,Aveo 1.4,Medium
Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,475000,23000,Petrol,Individual,Manual,First Owner,5,Hyundai,Grand i10 1.2 Kappa Magna BSIV,Low
Volkswagen Polo 1.2 MPI Highline,2014,425000,40000,Petrol,Individual,Manual,First Owner,9,Volkswagen,Polo 1.2 MPI Highline,Low
BMW 5 Series 530i,2006,480000,110000,Petrol,Individual,Automatic,Second Owner,17,BMW,5 Series 530i,High
Maruti S-Cross Delta DDiS 200 SH,2019,950000,10000,Diesel,Individual,Manual,First Owner,4,Maruti,S-Cross Delta DDiS 200 SH,Low
Maruti Swift Dzire VDI,2015,535000,80000,Diesel,Individual,Manual,First Owner,8,Maruti,Swift Dzire VDI,Medium
Hyundai Verna CRDi SX ABS,2009,325000,25000,Diesel,Individual,Manual,Third Owner,14,Hyundai,Verna CRDi SX ABS,Low
Maruti Wagon R Stingray VXI,2013,270000,74000,Petrol,Individual,Manual,Third Owner,10,Maruti,Wagon R Stingray VXI,Medium
Maruti Celerio VXI,2015,300000,60000,Petrol,Individual,Manual,Third Owner,8,Maruti,Celerio VXI,Medium
Volkswagen Vento Diesel Trendline,2011,325000,70000,Diesel,Individual,Manual,First Owner,12,Volkswagen,Vento Diesel Trendline,Medium
Tata New Safari DICOR 2.2 EX 4x2,2010,350000,100000,Diesel,Individual,Manual,First Owner,13,Tata,New Safari DICOR 2.2 EX 4x2,Medium
Hyundai Verna CRDi SX,2008,229999,146000,Diesel,Individual,Manual,Third Owner,15,Hyundai,Verna CRDi SX,High
Maruti Swift Dzire LDi,2012,325000,120000,Diesel,Individual,Manual,Second Owner,11,Maruti,Swift Dzire LDi,High
Maruti Wagon R LXI,2005,70000,70000,Petrol,Individual,Manual,Second Owner,18,Maruti,Wagon R LXI,Medium
Skoda Laura Ambiente,2008,190000,120000,Diesel,Individual,Manual,Third Owner,15,Skoda,Laura Ambiente,High
Chevrolet Cruze LTZ,2011,345000,65500,Diesel,Individual,Manual,First Owner,12,Chevrolet,Cruze LTZ,Medium
Mahindra Scorpio 1.99 S10,2016,1025000,70000,Diesel,Individual,Manual,First Owner,7,Mahindra,Scorpio 1.99 S10,Medium
Maruti Alto 800 LXI,2012,120000,50000,Petrol,Individual,Manual,First Owner,11,Maruti,Alto 800 LXI,Low
Maruti Alto LXi BSIII,2009,114999,90000,Petrol,Individual,Manual,Second Owner,14,Maruti,Alto LXi BSIII,Medium
Honda City 1.5 S MT,2009,300000,120000,Petrol,Individual,Manual,Second Owner,14,Honda,City 1.5 S MT,High
Maruti Celerio VXI,2016,340000,56000,Petrol,Dealer,Manual,First Owner,7,Maruti,Celerio VXI,Medium
Maruti Wagon R LXI,2005,90000,70000,Petrol,Individual,Manual,Second Owner,18,Maruti,Wagon R LXI,Medium
Maruti Alto LX,2006,150000,140300,Petrol,Individual,Manual,First Owner,17,Maruti,Alto LX,High
Maruti Alto K10 2010-2014 VXI,2010,115999,70000,Petrol,Individual,Manual,First Owner,13,Maruti,Alto K10 2010-2014 VXI,Medium
Toyota Etios Liva 1.4 VD,2017,425000,36000,Diesel,Dealer,Manual,First Owner,6,Toyota,Etios Liva 1.4 VD,Low
Honda Amaze VX O iDTEC,2017,550000,12997,Diesel,Dealer,Manual,First Owner,6,Honda,Amaze VX O iDTEC,Low
Maruti Ciaz 1.4 AT Zeta,2017,500000,40000,Petrol,Individual,Automatic,First Owner,6,Maruti,Ciaz 1.4 AT Zeta,Low
Mahindra Quanto C8,2013,300000,25000,Diesel,Individual,Manual,Second Owner,10,Mahindra,Quanto C8,Low
Hyundai Verna CRDi 1.6 SX Option,2018,1150000,26430,Diesel,Dealer,Manual,First Owner,5,Hyundai,Verna CRDi 1.6 SX Option,Low
Maruti Swift 1.3 VXI ABS,2015,475000,24600,Petrol,Dealer,Manual,First Owner,8,Maruti,Swift 1.3 VXI ABS,Low
Maruti Wagon R LXI,2011,260000,28481,Petrol,Dealer,Manual,First Owner,12,Maruti,Wagon R LXI,Low
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,350000,100000,Petrol,Individual,Manual,First Owner,10,Ford,Ecosport 1.0 Ecoboost Titanium Optional,Medium
Mahindra XUV500 W8 2WD,2013,750000,41988,Diesel,Dealer,Manual,First Owner,10,Mahindra,XUV500 W8 2WD,Low
Renault KWID Climber 1.0 AMT BSIV,2017,350000,7658,Petrol,Dealer,Automatic,First Owner,6,Renault,KWID Climber 1.0 AMT BSIV,Low
Maruti Wagon R LXI,2009,180000,30375,Petrol,Dealer,Manual,First Owner,14,Maruti,Wagon R LXI,Low
Maruti Swift Dzire VDI,2017,611000,34400,Diesel,Dealer,Manual,First Owner,6,Maruti,Swift Dzire VDI,Low
Renault KWID RXL BSIV,2017,325000,18500,Petrol,Dealer,Manual,First Owner,6,Renault,KWID RXL BSIV,Low
Hyundai EON 1.0 Era Plus,2012,225000,48000,Petrol,Dealer,Manual,First Owner,11,Hyundai,EON 1.0 Era Plus,Low
Maruti Wagon R AMT VXI,2014,300000,28942,Petrol,Dealer,Automatic,First Owner,9,Maruti,Wagon R AMT VXI,Low
Mahindra Bolero Power Plus SLX,2017,400000,50000,Diesel,Individual,Manual,Second Owner,6,Mahindra,Bolero Power Plus SLX,Low
Mahindra XUV500 W8 2WD,2012,711000,53600,Diesel,Dealer,Manual,First Owner,11,Mahindra,XUV500 W8 2WD,Medium
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,851000,53652,Diesel,Dealer,Manual,First Owner,8,Toyota,Innova 2.5 G (Diesel) 8 Seater,Medium
Maruti Wagon R VXI,2016,375000,23000,Petrol,Dealer,Manual,Second Owner,7,Maruti,Wagon R VXI,Low
Maruti Zen Estilo LXI BSIII,2007,275000,10211,Petrol,Individual,Manual,First Owner,16,Maruti,Zen Estilo LXI BSIII,Low
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2005,120000,120000,Diesel,Individual,Manual,Third Owner,18,Mahindra,Scorpio 2.6 SLX Turbo 7 Seater,High
Maruti Celerio ZDi,2015,350000,120000,Diesel,Individual,Manual,First Owner,8,Maruti,Celerio ZDi,High
Maruti Celerio ZXI,2017,409999,35000,Petrol,Individual,Manual,First Owner,6,Maruti,Celerio ZXI,Low
Hyundai Verna 1.6 SX,2012,500000,130000,Diesel,Individual,Manual,First Owner,11,Hyundai,Verna 1.6 SX,High
Nissan Sunny Diesel XL,2013,220000,90000,Diesel,Individual,Manual,Second Owner,10,Nissan,Sunny Diesel XL,Medium
Ford Fiesta 1.6 Duratec EXI Ltd,2008,120000,80000,Petrol,Individual,Manual,Second Owner,15,Ford,Fiesta 1.6 Duratec EXI Ltd,Medium
Hyundai Santro Xing XK,2007,70000,55000,Petrol,Individual,Manual,Second Owner,16,Hyundai,Santro Xing XK,Medium
Maruti Swift Dzire ZXI Plus,2017,800000,15000,Petrol,Individual,Manual,First Owner,6,Maruti,Swift Dzire ZXI Plus,Low
Maruti Swift Dzire VDI,2014,450000,260000,Diesel,Individual,Manual,Second Owner,9,Maruti,Swift Dzire VDI,High
Mahindra Scorpio SLE BSIV,2012,525000,145000,Diesel,Individual,Manual,First Owner,11,Mahindra,Scorpio SLE BSIV,High
Datsun GO Plus Remix Limited Edition,2016,300000,35000,Petrol,Individual,Manual,First Owner,7,Datsun,GO Plus Remix Limited Edition,Low
Hyundai i10 Magna,2008,195000,56000,Petrol,Individual,Manual,Second Owner,15,Hyundai,i10 Magna,Medium
Ford Fiesta Classic 1.4 SXI Duratorq,2007,130000,98000,Diesel,Individual,Manual,Second Owner,16,Ford,Fiesta Classic 1.4 SXI Duratorq,Medium
Toyota Etios VD,2011,300000,135000,Diesel,Individual,Manual,Second Owner,12,Toyota,Etios VD,High
Maruti Alto VXi,2002,120000,60000,Petrol,Individual,Manual,Third Owner,21,Maruti,Alto VXi,Medium
Toyota Innova 2.5 G3,2010,450000,120000,Diesel,Individual,Manual,Third Owner,13,Toyota,Innova 2.5 G3,High
Tata Indigo LS,2010,160000,102000,Diesel,Individual,Manual,Second Owner,13,Tata,Indigo LS,High
Mahindra Bolero Power Plus Plus AC BSIV PS,2018,800000,35000,Diesel,Individual,Manual,First Owner,5,Mahindra,Bolero Power Plus Plus AC BSIV PS,Low
Maruti 800 AC,2013,100000,80000,Petrol,Individual,Manual,First Owner,10,Maruti,800 AC,Medium
Volkswagen Polo GTI,2017,825000,13599,Petrol,Dealer,Automatic,First Owner,6,Volkswagen,Polo GTI,Low
Maruti Alto 800 LXI,2015,265000,32933,Petrol,Dealer,Manual,First Owner,8,Maruti,Alto 800 LXI,Low
Maruti Wagon R LXI,2008,175000,54551,Petrol,Dealer,Manual,First Owner,15,Maruti,Wagon R LXI,Medium
Maruti Omni 8 Seater BSIV,2014,250999,57112,Petrol,Dealer,Manual,First Owner,9,Maruti,Omni 8 Seater BSIV,Medium
Hyundai Xcent 1.2 VTVT S AT,2015,471000,41025,Petrol,Dealer,Automatic,First Owner,8,Hyundai,Xcent 1.2 VTVT S AT,Low
Maruti Swift Dzire LDI,2019,650000,5000,Diesel,Individual,Manual,First Owner,4,Maruti,Swift Dzire LDI,Low
Maruti Swift Dzire LDI,2019,650000,5000,Diesel,Individual,Manual,First Owner,4,Maruti,Swift Dzire LDI,Low
Hyundai EON Magna,2012,225000,53122,Petrol,Dealer,Manual,Second Owner,11,Hyundai,EON Magna,Medium
Maruti Alto 800 LXI CNG,2013,245000,64111,CNG,Dealer,Manual,First Owner,10,Maruti,Alto 800 LXI CNG,Medium
Maruti Ritz LXi,2011,221000,78892,Petrol,Dealer,Manual,First Owner,12,Maruti,Ritz LXi,Medium
Hyundai i20 1.2 Asta,2011,271000,74113,Petrol,Dealer,Manual,First Owner,12,Hyundai,i20 1.2 Asta,Medium
Maruti Wagon R VXI,2012,290000,80000,Petrol,Dealer,Manual,First Owner,11,Maruti,Wagon R VXI,Medium
Maruti Swift VXi BSIV,2017,525000,39000,Petrol,Dealer,Manual,First Owner,6,Maruti,Swift VXi BSIV,Low
Volkswagen Vento 1.6 Highline,2012,377000,84775,Petrol,Dealer,Manual,First Owner,11,Volkswagen,Vento 1.6 Highline,Medium
Tata Nano LX SE,2012,95000,20778,Petrol,Dealer,Manual,First Owner,11,Tata,Nano LX SE,Low
Maruti Ertiga VDI,2015,763000,64441,Diesel,Dealer,Manual,First Owner,8,Maruti,Ertiga VDI,Medium
Honda Amaze S i-Vtech,2015,450000,43192,Petrol,Dealer,Manual,First Owner,8,Honda,Amaze S i-Vtech,Low
Tata Nano Twist XE,2014,140000,44416,Petrol,Dealer,Manual,First Owner,9,Tata,Nano Twist XE,Low
Maruti Ciaz VDi Plus SHVS,2016,701000,79991,Diesel,Dealer,Manual,First Owner,7,Maruti,Ciaz VDi Plus SHVS,Medium
Nissan Micra Diesel XV,2011,277000,62601,Diesel,Dealer,Manual,Second Owner,12,Nissan,Micra Diesel XV,Medium
Maruti Baleno Delta Automatic,2018,520000,50000,Petrol,Individual,Automatic,First Owner,5,Maruti,Baleno Delta Automatic,Low
Ford Figo Aspire 1.5 TDCi Ambiente ABS,2017,550000,100000,Diesel,Individual,Manual,First Owner,6,Ford,Figo Aspire 1.5 TDCi Ambiente ABS,Medium
Volkswagen Vento Diesel Highline,2011,260000,97000,Diesel,Individual,Manual,Third Owner,12,Volkswagen,Vento Diesel Highline,Medium
Renault Pulse RxZ,2015,420000,100000,Diesel,Individual,Manual,First Owner,8,Renault,Pulse RxZ,Medium
OpelCorsa 1.4 GL,2002,35000,100000,Petrol,Individual,Manual,Third Owner,21,OpelCorsa,1.4 GL,Medium
Mahindra XUV500 W7 BSIV,2018,1150000,20000,Diesel,Individual,Manual,First Owner,5,Mahindra,XUV500 W7 BSIV,Low
Maruti Ciaz 1.4 Zeta,2017,680000,46000,Petrol,Individual,Manual,First Owner,6,Maruti,Ciaz 1.4 Zeta,Low
Maruti Swift VDI,2012,425000,40000,Diesel,Individual,Manual,First Owner,11,Maruti,Swift VDI,Low
Maruti Swift Dzire LDI,2014,450000,70000,Diesel,Individual,Manual,Second Owner,9,Maruti,Swift Dzire LDI,Medium
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,2008,590000,89600,Diesel,Individual,Manual,Third Owner,15,Toyota,Innova 2.5 GX (Diesel) 8 Seater BS IV,Medium
Volkswagen Jetta 1.4 TSI Comfortline,2017,936999,60800,Petrol,Individual,Manual,First Owner,6,Volkswagen,Jetta 1.4 TSI Comfortline,Medium
Honda Mobilio S i DTEC,2015,420000,104000,Diesel,Individual,Manual,Second Owner,8,Honda,Mobilio S i DTEC,High
Volkswagen Polo 1.5 TDI Highline,2014,450000,80000,Diesel,Individual,Manual,Second Owner,9,Volkswagen,Polo 1.5 TDI Highline,Medium
Maruti 800 AC,2004,40000,69111,Petrol,Individual,Manual,Third Owner,19,Maruti,800 AC,Medium
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,520000,70000,Diesel,Individual,Manual,Second Owner,9,Toyota,Innova 2.5 G (Diesel) 8 Seater,Medium
Maruti 800 AC,2007,80000,120000,Petrol,Individual,Manual,First Owner,16,Maruti,800 AC,High
Tata Nano CX,2014,55000,40000,Petrol,Individual,Manual,First Owner,9,Tata,Nano CX,Low
Mahindra Bolero DI DX 7 Seater,2001,80000,100000,Diesel,Individual,Manual,Third Owner,22,Mahindra,Bolero DI DX 7 Seater,Medium
Maruti Alto 800 LXI,2019,210000,20000,Petrol,Individual,Manual,First Owner,4,Maruti,Alto 800 LXI,Low
Ford Figo Petrol Titanium,2015,300000,50000,Petrol,Individual,Manual,Second Owner,8,Ford,Figo Petrol Titanium,Low
Tata Tiago 1.05 Revotorq XM,2017,260000,50000,Diesel,Individual,Manual,First Owner,6,Tata,Tiago 1.05 Revotorq XM,Low
Tata Zest Quadrajet 1.3,2016,250000,70000,Diesel,Individual,Manual,First Owner,7,Tata,Zest Quadrajet 1.3,Medium
Tata Indica Vista Aqua TDI BSIII,2008,80000,90000,Diesel,Individual,Manual,First Owner,15,Tata,Indica Vista Aqua TDI BSIII,Medium
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2010,450000,150000,Diesel,Individual,Manual,Second Owner,13,Toyota,Innova 2.5 GX (Diesel) 7 Seater BS IV,High
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,310000,120000,Diesel,Individual,Manual,Second Owner,18,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,High
Toyota Innova 2.5 GX (Diesel) 8 Seater,2012,500000,100000,Diesel,Individual,Manual,First Owner,11,Toyota,Innova 2.5 GX (Diesel) 8 Seater,Medium
Maruti Ertiga SHVS VDI,2016,800000,70000,Diesel,Individual,Manual,Second Owner,7,Maruti,Ertiga SHVS VDI,Medium
Hyundai Creta 1.6 CRDi SX,2016,840000,70000,Diesel,Individual,Manual,Second Owner,7,Hyundai,Creta 1.6 CRDi SX,Medium
Honda Amaze S i-Vtech,2016,490000,50000,Petrol,Individual,Manual,First Owner,7,Honda,Amaze S i-Vtech,Low
Tata Indica Vista Aqua 1.4 TDI,2010,125000,81000,Diesel,Individual,Manual,Second Owner,13,Tata,Indica Vista Aqua 1.4 TDI,Medium
Chevrolet Tavera Neo 2 LS B4 7 Str BSIII,2012,400000,120000,Diesel,Individual,Manual,Third Owner,11,Chevrolet,Tavera Neo 2 LS B4 7 Str BSIII,High
Chevrolet Cruze LTZ,2015,1000000,3600,Diesel,Dealer,Manual,First Owner,8,Chevrolet,Cruze LTZ,Low
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,530000,14272,Petrol,Dealer,Manual,First Owner,8,Ford,Figo Aspire 1.2 Ti-VCT Titanium Plus,Low
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,840000,49213,Diesel,Dealer,Manual,First Owner,6,Ford,EcoSport 1.5 Diesel Titanium Plus BSIV,Low
Hyundai i10 Sportz 1.1L,2015,229999,40000,Petrol,Individual,Manual,First Owner,8,Hyundai,i10 Sportz 1.1L,Low
Maruti 800 Std,1998,40000,40000,Petrol,Individual,Manual,Fourth & Above Owner,25,Maruti,800 Std,Low
Chevrolet Spark 1.0 LS,2012,130000,80000,Petrol,Individual,Manual,First Owner,11,Chevrolet,Spark 1.0 LS,Medium
Hyundai EON Era Plus,2015,200000,70000,Petrol,Individual,Manual,First Owner,8,Hyundai,EON Era Plus,Medium
Tata Indica Vista Aqua TDI BSIII,2011,120000,70000,Diesel,Individual,Manual,First Owner,12,Tata,Indica Vista Aqua TDI BSIII,Medium
Hyundai Santro LP zipPlus,2003,75000,57000,Petrol,Individual,Manual,First Owner,20,Hyundai,Santro LP zipPlus,Medium
Tata Bolt Quadrajet XE,2016,250000,120000,Diesel,Individual,Manual,First Owner,7,Tata,Bolt Quadrajet XE,High
Maruti 800 AC BSIII,2005,100000,30000,Petrol,Individual,Manual,First Owner,18,Maruti,800 AC BSIII,Low
Hyundai EON Era Plus,2013,280000,3240,Petrol,Individual,Manual,Second Owner,10,Hyundai,EON Era Plus,Low
Hyundai i20 Magna 1.2,2015,540000,5000,Petrol,Individual,Manual,First Owner,8,Hyundai,i20 Magna 1.2,Low
Hyundai i20 1.2 Asta,2018,700000,10000,Petrol,Individual,Manual,First Owner,5,Hyundai,i20 1.2 Asta,Low
Ford Figo Petrol EXI,2014,350000,90000,Petrol,Individual,Manual,Second Owner,9,Ford,Figo Petrol EXI,Medium
Maruti SX4 VDI,2011,320000,100000,Diesel,Individual,Manual,First Owner,12,Maruti,SX4 VDI,Medium
Honda Amaze S i-DTEC,2016,475000,90000,Diesel,Individual,Manual,First Owner,7,Honda,Amaze S i-DTEC,Medium
Tata Manza Aura (ABS) Quadrajet BS IV,2011,220000,140000,Diesel,Individual,Manual,Second Owner,12,Tata,Manza Aura (ABS) Quadrajet BS IV,High
Nissan Micra Diesel XV Premium,2013,210000,13770,Diesel,Individual,Manual,First Owner,10,Nissan,Micra Diesel XV Premium,Low
Ford Ikon 1.3 Flair,2005,61000,4637,Petrol,Individual,Manual,Second Owner,18,Ford,Ikon 1.3 Flair,Low
Skoda Superb Elegance 2.0 TDI CR AT,2009,355000,100000,Diesel,Individual,Automatic,Second Owner,14,Skoda,Superb Elegance 2.0 TDI CR AT,Medium
Chevrolet Beat Diesel LT,2012,150000,60000,Diesel,Individual,Manual,First Owner,11,Chevrolet,Beat Diesel LT,Medium
Tata Indica Vista Quadrajet LX,2011,133000,80000,Diesel,Individual,Manual,First Owner,12,Tata,Indica Vista Quadrajet LX,Medium
Chevrolet Cruze LTZ AT,2015,650000,50000,Diesel,Individual,Automatic,First Owner,8,Chevrolet,Cruze LTZ AT,Low
Nissan Micra XL,2014,210000,40000,Petrol,Individual,Manual,Second Owner,9,Nissan,Micra XL,Low
Chevrolet Beat Diesel LS,2013,130000,93900,Diesel,Individual,Manual,Second Owner,10,Chevrolet,Beat Diesel LS,Medium
Maruti 800 AC,2007,60000,70000,Petrol,Individual,Manual,First Owner,16,Maruti,800 AC,Medium
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2005,120000,120000,Diesel,Individual,Manual,Third Owner,18,Mahindra,Scorpio 2.6 SLX Turbo 7 Seater,High
BMW 5 Series 520d Luxury Line,2017,2900000,40000,Diesel,Individual,Automatic,First Owner,6,BMW,5 Series 520d Luxury Line,Low
Hyundai Accent CRDi,2005,100000,120000,Diesel,Individual,Manual,Second Owner,18,Hyundai,Accent CRDi,High
Maruti Zen VXi - BS III,2004,79000,80000,Petrol,Individual,Manual,First Owner,19,Maruti,Zen VXi - BS III,Medium
Chevrolet Beat Diesel LS,2012,120000,110000,Diesel,Individual,Manual,First Owner,11,Chevrolet,Beat Diesel LS,High
Maruti Zen LXi - BS III,2005,125000,34000,Petrol,Dealer,Manual,First Owner,18,Maruti,Zen LXi - BS III,Low
Chevrolet Enjoy 1.3 TCDi LS 8,2013,425000,20000,Diesel,Dealer,Manual,First Owner,10,Chevrolet,Enjoy 1.3 TCDi LS 8,Low
Maruti Wagon R LXI,2001,70000,117000,Petrol,Individual,Manual,Second Owner,22,Maruti,Wagon R LXI,High
Maruti Swift VXI,2020,619000,1500,Petrol,Individual,Manual,First Owner,3,Maruti,Swift VXI,Low
Nissan Micra XL,2017,415000,48965,Petrol,Dealer,Manual,First Owner,6,Nissan,Micra XL,Low
Hyundai EON Era Plus Option,2014,265000,55000,Petrol,Dealer,Manual,First Owner,9,Hyundai,EON Era Plus Option,Medium
Tata Indica GLS BS IV,2008,70000,60000,Petrol,Individual,Manual,First Owner,15,Tata,Indica GLS BS IV,Medium
